DonorID,DonationDate,DonationAmount,Channel,Region,FirstDonationDate,Engagement,Frequency
D01277,2024-12-26,19.13,Shop,Liverpool,2021-02-25,No,6
D01277,2022-07-16,55.27,Campaign,Manchester,2021-02-25,No,6
D01277,2021-02-27,48.73,Online,Leeds,2021-02-25,Yes,6
D01278,2021-11-23,34.76,Online,Liverpool,2021-09-03,No,5
D01278,2022-12-11,80.22,Event,Birmingham,2021-09-03,Yes,5
D01278,2022-03-05,23.45,Online,Edinburgh,2021-09-03,No,5
D01279,2024-12-21,22.31,Campaign,Glasgow,2023-05-30,No,4
D01280,2024-03-01,44.38,Shop,Edinburgh,2022-11-19,No,2
D01281,2023-12-24,106.59,Shop,Birmingham,2023-01-22,Yes,7
D01281,2023-10-06,39.6,Shop,Manchester,2023-01-22,Yes,7
D01281,2024-10-30,33.46,Online,Liverpool,2023-01-22,Yes,7
D01281,2023-05-04,48.91,Campaign,Glasgow,2023-01-22,No,7
D01281,2024-08-28,95.69,Online,Glasgow,2023-01-22,No,7
D01281,2024-02-08,57.58,Event,London,2023-01-22,Yes,7
D01282,2023-11-28,14.9,Campaign,Edinburgh,2022-07-15,Yes,6
D01282,2022-08-26,49.02,Online,Edinburgh,2022-07-15,Yes,6
D01282,2023-05-11,14.52,Campaign,Manchester,2022-07-15,Yes,6
D01282,2023-12-31,96.85,Online,Leeds,2022-07-15,Yes,6
D01283,2023-12-01,53.15,Shop,Edinburgh,2022-02-04,Yes,2
D01284,2023-01-01,79.28,Event,Leeds,2022-08-17,No,1
D01285,2024-11-03,56.02,Shop,Edinburgh,2020-12-30,No,6
D01285,2021-07-09,120.73,Event,Liverpool,2020-12-30,No,6
D01285,2022-11-04,50.71,Shop,Glasgow,2020-12-30,No,6
D01285,2024-02-03,31.56,Campaign,Manchester,2020-12-30,Yes,6
D01285,2024-03-23,81.19,Event,Glasgow,2020-12-30,Yes,6
D01285,2023-09-20,16.98,Campaign,Birmingham,2020-12-30,No,6
D01287,2023-02-06,40.53,Event,London,2021-03-28,No,2
D01287,2024-02-12,73.44,Online,Glasgow,2021-03-28,No,2
D01288,2024-04-27,20.02,Shop,Birmingham,2022-09-21,No,7
D01289,2022-09-28,83.55,Campaign,Birmingham,2021-10-13,Yes,5
D01289,2024-07-25,14.64,Campaign,Leeds,2021-10-13,No,5
D01289,2024-01-29,15.88,Campaign,Manchester,2021-10-13,No,5
D01289,2024-08-21,22.46,Campaign,Manchester,2021-10-13,Yes,5
D01290,2022-10-23,38.79,Online,Birmingham,2022-09-09,No,1
D01291,2024-05-20,23.31,Event,London,2022-10-26,Yes,2
D01292,2024-07-18,17.5,Shop,Manchester,2023-04-10,Yes,4
D01293,2023-03-30,116.77,Campaign,London,2020-09-10,No,4
D01293,2021-11-23,42.42,Campaign,Leeds,2020-09-10,No,4
D01293,2023-09-18,58.42,Event,London,2020-09-10,Yes,4
D01293,2021-08-02,69.7,Event,London,2020-09-10,Yes,4
D01294,2022-03-27,75.68,Online,Leeds,2020-11-22,Yes,4
D01294,2021-11-11,21.69,Online,Manchester,2020-11-22,Yes,4
D01294,2023-08-29,28.51,Online,Manchester,2020-11-22,Yes,4
D01294,2022-02-07,32.02,Event,Birmingham,2020-11-22,No,4
D01295,2022-12-17,26.63,Online,Leeds,2022-09-14,No,3
D01297,2023-03-30,14.9,Event,Edinburgh,2021-03-26,No,6
D01297,2022-02-09,72.01,Campaign,Birmingham,2021-03-26,No,6
D01297,2024-11-25,27.88,Event,Manchester,2021-03-26,Yes,6
D01297,2024-03-19,31.48,Online,Manchester,2021-03-26,Yes,6
D01297,2024-09-27,43.92,Shop,Leeds,2021-03-26,Yes,6
D01297,2024-12-09,31.26,Online,Manchester,2021-03-26,Yes,6
D01298,2024-11-30,23.1,Shop,Birmingham,2021-03-18,No,6
D01298,2023-11-12,16.83,Online,Manchester,2021-03-18,Yes,6
D01298,2022-02-02,74.8,Event,Leeds,2021-03-18,Yes,6
D01298,2021-09-04,52.01,Event,Birmingham,2021-03-18,Yes,6
D01298,2023-03-23,119.59,Online,Liverpool,2021-03-18,Yes,6
D01298,2024-03-09,25.94,Campaign,Manchester,2021-03-18,No,6
D01299,2024-09-08,57.33,Online,Manchester,2022-12-24,No,8
D01299,2024-05-09,122.18,Online,Edinburgh,2022-12-24,Yes,8
D01299,2024-10-27,11.93,Online,Edinburgh,2022-12-24,Yes,8
D01300,2024-10-08,55.94,Campaign,London,2022-11-21,No,5
D01300,2024-09-26,50.82,Campaign,Manchester,2022-11-21,No,5
D01301,2024-02-07,135.0,Shop,Edinburgh,2023-04-20,No,2
D01301,2024-07-24,14.95,Event,Glasgow,2023-04-20,No,2
D01303,2023-03-08,36.8,Event,Glasgow,2022-07-24,Yes,5
D01303,2023-08-12,38.65,Event,London,2022-07-24,No,5
D01303,2023-09-13,48.77,Event,Liverpool,2022-07-24,Yes,5
D01304,2023-05-28,149.41,Shop,Birmingham,2021-08-05,Yes,4
D01304,2024-11-02,50.5,Event,Edinburgh,2021-08-05,No,4
D01304,2023-03-01,23.65,Shop,Leeds,2021-08-05,No,4
D01305,2024-01-14,14.96,Campaign,Leeds,2023-05-22,No,3
D01306,2023-08-20,43.02,Online,Glasgow,2023-05-31,No,4
D01306,2023-06-06,28.59,Campaign,Manchester,2023-05-31,Yes,4
D01307,2022-05-20,26.41,Shop,Manchester,2021-09-15,No,9
D01307,2023-12-23,42.78,Campaign,Liverpool,2021-09-15,No,9
D01307,2024-05-18,79.1,Online,Leeds,2021-09-15,Yes,9
D01307,2022-10-01,13.83,Online,Edinburgh,2021-09-15,No,9
D01307,2022-05-06,14.85,Campaign,Liverpool,2021-09-15,Yes,9
D01307,2022-12-09,47.38,Shop,Edinburgh,2021-09-15,Yes,9
D01307,2022-06-18,32.46,Online,Leeds,2021-09-15,No,9
D01307,2023-12-09,71.29,Campaign,Birmingham,2021-09-15,No,9
D01308,2024-02-16,14.33,Shop,Glasgow,2021-04-18,Yes,4
D01308,2023-11-22,122.01,Campaign,Manchester,2021-04-18,No,4
D01308,2023-01-23,112.76,Online,Glasgow,2021-04-18,Yes,4
D01308,2024-08-29,44.97,Shop,Leeds,2021-04-18,Yes,4
D01309,2024-01-02,24.31,Shop,Manchester,2020-08-14,No,6
D01309,2021-10-09,14.63,Campaign,Liverpool,2020-08-14,No,6
D01309,2022-11-10,96.63,Shop,Birmingham,2020-08-14,No,6
D01309,2020-11-18,20.01,Event,Edinburgh,2020-08-14,No,6
D01309,2022-05-20,52.91,Shop,Manchester,2020-08-14,No,6
D01309,2024-06-02,24.01,Event,London,2020-08-14,No,6
D01310,2023-01-24,22.14,Event,Glasgow,2022-12-09,No,2
D01311,2024-11-28,24.81,Campaign,Leeds,2022-11-06,Yes,2
D01311,2024-01-31,34.05,Campaign,London,2022-11-06,No,2
D01312,2024-12-01,25.95,Campaign,London,2021-08-16,No,7
D01312,2023-07-29,54.0,Shop,Glasgow,2021-08-16,Yes,7
D01312,2024-04-22,101.32,Online,Manchester,2021-08-16,Yes,7
D01312,2023-02-18,10.5,Event,London,2021-08-16,No,7
D01312,2023-06-29,53.57,Shop,Leeds,2021-08-16,Yes,7
D01312,2024-05-14,37.11,Online,Edinburgh,2021-08-16,No,7
D01312,2024-12-23,14.52,Campaign,London,2021-08-16,No,7
D01313,2024-12-06,39.75,Shop,Edinburgh,2023-06-02,Yes,7
D01313,2023-10-08,52.47,Online,Edinburgh,2023-06-02,Yes,7
D01314,2023-10-17,18.76,Online,Liverpool,2021-03-11,No,3
D01314,2022-05-28,41.75,Shop,Manchester,2021-03-11,No,3
D01314,2021-07-08,84.98,Shop,Liverpool,2021-03-11,Yes,3
D01315,2024-09-17,11.65,Online,Liverpool,2023-12-20,No,3
D01316,2022-03-10,73.58,Event,Glasgow,2021-04-25,No,5
D01316,2024-11-14,22.87,Event,Leeds,2021-04-25,No,5
D01316,2022-04-21,65.48,Campaign,Manchester,2021-04-25,Yes,5
D01316,2023-07-18,19.43,Online,Liverpool,2021-04-25,No,5
D01317,2024-03-03,39.89,Shop,Birmingham,2022-04-11,No,3
D01317,2022-04-23,151.77,Event,Manchester,2022-04-11,No,3
D01318,2022-03-28,15.35,Online,London,2021-08-21,Yes,5
D01318,2022-02-10,30.21,Event,Glasgow,2021-08-21,Yes,5
D01318,2021-11-07,27.97,Campaign,London,2021-08-21,Yes,5
D01318,2024-09-23,13.55,Online,Edinburgh,2021-08-21,Yes,5
D01318,2022-05-28,26.68,Shop,Manchester,2021-08-21,No,5
D01319,2024-10-27,13.79,Shop,Glasgow,2023-05-12,Yes,3
D01320,2022-10-20,94.57,Event,Edinburgh,2022-05-27,Yes,5
D01321,2024-09-04,17.3,Online,Birmingham,2022-09-30,No,4
D01321,2023-03-15,15.9,Online,Manchester,2022-09-30,No,4
D01321,2023-12-02,25.22,Online,Glasgow,2022-09-30,Yes,4
D01322,2024-11-17,46.31,Event,Liverpool,2022-10-03,Yes,3
D01322,2023-09-23,27.51,Shop,Edinburgh,2022-10-03,No,3
D01323,2024-08-02,29.69,Campaign,Birmingham,2021-08-19,Yes,6
D01323,2022-05-28,15.58,Online,Liverpool,2021-08-19,No,6
D01323,2023-11-10,38.33,Event,London,2021-08-19,No,6
D01323,2024-09-19,40.17,Online,Liverpool,2021-08-19,Yes,6
D01324,2021-12-28,12.49,Shop,Birmingham,2021-12-10,Yes,5
D01324,2023-04-19,19.53,Online,Glasgow,2021-12-10,Yes,5
D01324,2022-09-18,37.65,Shop,Birmingham,2021-12-10,No,5
D01324,2023-01-29,115.61,Online,Edinburgh,2021-12-10,No,5
D01326,2024-08-26,35.94,Online,Liverpool,2022-06-16,No,5
D01326,2023-07-07,68.31,Campaign,Manchester,2022-06-16,Yes,5
D01326,2023-11-13,82.06,Event,Birmingham,2022-06-16,No,5
D01327,2022-06-04,61.28,Event,Birmingham,2020-08-29,Yes,4
D01327,2022-01-20,240.62,Online,London,2020-08-29,Yes,4
D01327,2021-01-12,50.05,Shop,London,2020-08-29,Yes,4
D01327,2023-07-17,22.89,Campaign,Manchester,2020-08-29,No,4
D01328,2021-02-14,28.06,Event,London,2020-11-03,No,2
D01328,2023-12-21,26.31,Online,Manchester,2020-11-03,No,2
D01330,2021-07-30,33.45,Shop,Glasgow,2020-07-17,No,5
D01330,2022-05-12,54.46,Event,London,2020-07-17,No,5
D01330,2022-03-25,41.91,Event,Manchester,2020-07-17,Yes,5
D01330,2021-12-30,13.98,Online,Liverpool,2020-07-17,No,5
D01330,2021-07-10,73.17,Event,Glasgow,2020-07-17,No,5
D01331,2024-01-24,40.51,Campaign,Leeds,2023-08-04,Yes,6
D01331,2024-10-30,15.89,Online,Edinburgh,2023-08-04,No,6
D01331,2024-08-29,27.52,Event,Liverpool,2023-08-04,Yes,6
D01332,2022-01-06,133.11,Event,Edinburgh,2021-09-03,Yes,6
D01332,2024-04-19,46.03,Shop,Birmingham,2021-09-03,No,6
D01332,2024-02-22,15.25,Shop,Manchester,2021-09-03,No,6
D01332,2023-03-22,63.84,Event,Birmingham,2021-09-03,No,6
D01332,2024-11-05,53.16,Campaign,Manchester,2021-09-03,Yes,6
D01333,2024-06-05,80.54,Event,Birmingham,2021-02-18,No,4
D01333,2024-04-22,66.1,Shop,Liverpool,2021-02-18,Yes,4
D01333,2021-03-01,109.9,Online,Glasgow,2021-02-18,Yes,4
D01333,2022-09-13,124.14,Event,Edinburgh,2021-02-18,No,4
D01334,2023-11-20,71.09,Event,Leeds,2021-05-10,No,5
D01334,2024-07-13,55.45,Shop,Leeds,2021-05-10,No,5
D01334,2024-02-28,60.84,Online,Manchester,2021-05-10,No,5
D01334,2022-08-11,31.5,Campaign,Leeds,2021-05-10,Yes,5
D01335,2024-04-06,30.93,Shop,London,2022-06-24,No,8
D01335,2023-07-17,75.17,Event,Edinburgh,2022-06-24,No,8
D01335,2022-11-03,49.05,Event,Leeds,2022-06-24,Yes,8
D01336,2022-12-21,44.46,Online,London,2022-08-29,No,2
D01337,2021-11-20,47.59,Online,Leeds,2020-09-29,Yes,2
D01337,2023-01-06,72.11,Event,Leeds,2020-09-29,Yes,2
D01338,2023-08-10,43.66,Online,London,2022-06-15,Yes,2
D01339,2022-03-19,14.67,Campaign,Manchester,2021-01-08,No,4
D01339,2024-09-16,47.21,Event,Birmingham,2021-01-08,No,4
D01339,2021-03-23,45.45,Online,Glasgow,2021-01-08,No,4
D01339,2021-05-07,20.61,Online,Manchester,2021-01-08,Yes,4
D01340,2022-02-13,25.54,Online,London,2020-03-10,Yes,9
D01340,2021-05-29,24.38,Shop,Edinburgh,2020-03-10,Yes,9
D01340,2020-12-29,42.33,Shop,Glasgow,2020-03-10,No,9
D01340,2021-07-17,27.38,Campaign,London,2020-03-10,Yes,9
D01340,2023-03-11,20.8,Online,Edinburgh,2020-03-10,Yes,9
D01340,2023-02-06,10.35,Campaign,Manchester,2020-03-10,Yes,9
D01340,2021-11-16,45.9,Online,Birmingham,2020-03-10,No,9
D01340,2024-02-25,29.65,Event,Glasgow,2020-03-10,No,9
D01340,2023-03-01,78.43,Online,Glasgow,2020-03-10,No,9
D01341,2023-06-30,31.77,Campaign,London,2020-07-24,No,5
D01341,2022-11-10,37.79,Event,Manchester,2020-07-24,Yes,5
D01341,2020-09-27,10.93,Event,Leeds,2020-07-24,Yes,5
D01341,2024-07-11,29.94,Campaign,Liverpool,2020-07-24,No,5
D01341,2020-10-24,11.36,Online,Liverpool,2020-07-24,No,5
D01343,2022-07-11,46.04,Campaign,Edinburgh,2022-04-04,No,3
D01343,2024-04-12,26.8,Event,Edinburgh,2022-04-04,No,3
D01344,2022-02-09,124.83,Campaign,London,2020-11-23,Yes,3
D01344,2021-08-06,54.7,Shop,Birmingham,2020-11-23,No,3
D01344,2023-06-19,32.44,Event,Leeds,2020-11-23,No,3
D01345,2024-05-04,72.05,Campaign,Leeds,2022-08-31,Yes,5
D01345,2024-03-03,54.57,Online,Birmingham,2022-08-31,No,5
D01347,2020-06-29,21.73,Event,Leeds,2020-05-31,Yes,1
D01348,2023-08-04,16.82,Campaign,Glasgow,2023-04-28,Yes,4
D01348,2024-09-18,29.67,Event,Liverpool,2023-04-28,No,4
D01348,2023-05-22,33.6,Event,Manchester,2023-04-28,Yes,4
D01349,2020-11-29,12.55,Event,Manchester,2020-10-01,Yes,2
D01349,2021-07-24,47.29,Campaign,Liverpool,2020-10-01,Yes,2
D01351,2024-11-11,91.77,Online,Glasgow,2021-12-28,Yes,1
D01352,2023-04-12,79.93,Shop,Glasgow,2021-04-26,Yes,5
D01352,2022-01-06,11.53,Online,Edinburgh,2021-04-26,No,5
D01352,2022-07-06,76.18,Shop,Manchester,2021-04-26,No,5
D01352,2022-08-11,37.18,Shop,Manchester,2021-04-26,No,5
D01352,2024-05-12,28.71,Campaign,Manchester,2021-04-26,Yes,5
D01353,2024-10-31,82.67,Shop,Manchester,2022-08-09,No,4
D01353,2022-08-29,14.89,Event,Glasgow,2022-08-09,No,4
D01354,2022-08-05,25.97,Event,Liverpool,2020-07-26,Yes,5
D01354,2024-01-20,60.98,Shop,Leeds,2020-07-26,No,5
D01354,2022-04-02,39.5,Event,Glasgow,2020-07-26,Yes,5
D01354,2023-03-10,63.46,Online,Glasgow,2020-07-26,Yes,5
D01354,2022-05-08,40.64,Campaign,Birmingham,2020-07-26,Yes,5
D01355,2022-05-03,15.25,Online,Leeds,2021-08-31,No,6
D01355,2024-03-12,78.94,Event,Glasgow,2021-08-31,Yes,6
D01355,2023-07-08,23.46,Online,Edinburgh,2021-08-31,No,6
D01355,2022-11-22,26.1,Shop,Glasgow,2021-08-31,No,6
D01355,2022-02-08,52.82,Event,Manchester,2021-08-31,No,6
D01356,2021-06-18,16.4,Online,Edinburgh,2020-07-06,Yes,3
D01356,2021-11-01,24.21,Online,Glasgow,2020-07-06,No,3
D01356,2021-11-17,138.38,Campaign,London,2020-07-06,Yes,3
D01357,2024-12-29,38.68,Online,Edinburgh,2023-07-26,No,1
D01358,2024-11-20,101.22,Shop,Glasgow,2023-09-05,No,4
D01358,2024-07-12,14.43,Campaign,Edinburgh,2023-09-05,No,4
D01359,2024-09-22,76.82,Online,London,2021-06-19,No,4
D01359,2021-10-11,43.23,Shop,Birmingham,2021-06-19,Yes,4
D01359,2023-05-13,43.44,Online,London,2021-06-19,Yes,4
D01360,2023-10-16,68.28,Event,Birmingham,2023-02-07,No,4
D01360,2023-05-28,11.79,Shop,Liverpool,2023-02-07,No,4
D01360,2024-06-03,12.71,Online,Liverpool,2023-02-07,No,4
D01361,2024-01-04,17.51,Online,Birmingham,2023-11-19,No,4
D01362,2024-05-02,42.13,Campaign,Leeds,2021-09-07,No,4
D01362,2022-10-14,48.98,Campaign,Glasgow,2021-09-07,Yes,4
D01362,2022-01-31,62.12,Online,Manchester,2021-09-07,No,4
D01364,2024-10-16,87.82,Event,Edinburgh,2023-03-29,Yes,4
D01365,2024-04-08,80.31,Shop,London,2020-04-28,Yes,4
D01365,2023-01-15,48.74,Event,London,2020-04-28,Yes,4
D01365,2022-10-01,74.58,Shop,Edinburgh,2020-04-28,Yes,4
D01365,2021-09-19,34.36,Campaign,Edinburgh,2020-04-28,No,4
D01366,2024-12-31,16.43,Campaign,Glasgow,2022-12-13,Yes,6
D01366,2024-08-12,24.4,Shop,Leeds,2022-12-13,Yes,6
D01366,2024-12-21,111.48,Shop,Liverpool,2022-12-13,Yes,6
D01366,2023-11-11,23.92,Event,Leeds,2022-12-13,No,6
D01367,2024-03-14,83.11,Shop,Liverpool,2023-05-19,No,4
D01367,2023-05-24,29.81,Campaign,Birmingham,2023-05-19,Yes,4
D01368,2024-01-03,88.65,Campaign,Birmingham,2020-05-16,Yes,3
D01368,2020-09-08,19.43,Event,Glasgow,2020-05-16,Yes,3
D01368,2023-09-18,57.28,Online,Edinburgh,2020-05-16,No,3
D01369,2024-04-14,45.14,Shop,Glasgow,2023-03-04,Yes,4
D01370,2022-11-18,13.96,Event,Edinburgh,2021-08-19,Yes,2
D01370,2024-09-21,35.34,Campaign,Manchester,2021-08-19,Yes,2
D01371,2024-03-22,81.57,Event,Manchester,2021-03-12,Yes,4
D01371,2024-07-18,39.41,Event,Birmingham,2021-03-12,No,4
D01371,2021-05-07,86.21,Shop,Glasgow,2021-03-12,Yes,4
D01371,2023-03-05,25.85,Event,Birmingham,2021-03-12,No,4
D01372,2023-05-22,51.07,Online,Glasgow,2021-01-02,No,5
D01372,2021-05-19,16.25,Online,London,2021-01-02,No,5
D01372,2022-05-30,39.8,Event,Liverpool,2021-01-02,Yes,5
D01372,2022-11-03,46.7,Event,Edinburgh,2021-01-02,No,5
D01372,2024-04-28,41.99,Shop,Edinburgh,2021-01-02,No,5
D01373,2024-01-10,70.97,Campaign,London,2022-10-26,No,5
D01374,2023-01-13,23.15,Event,Edinburgh,2021-04-22,Yes,3
D01374,2024-04-10,45.68,Online,Edinburgh,2021-04-22,No,3
D01374,2024-08-31,52.61,Campaign,London,2021-04-22,No,3
D01375,2024-10-03,26.22,Online,Edinburgh,2023-06-09,Yes,10
D01375,2024-09-09,19.24,Online,Leeds,2023-06-09,Yes,10
D01375,2024-04-18,39.64,Event,Birmingham,2023-06-09,Yes,10
D01375,2024-03-02,86.57,Event,Glasgow,2023-06-09,Yes,10
D01375,2024-06-05,17.79,Online,Edinburgh,2023-06-09,Yes,10
D01376,2023-06-01,86.92,Online,Manchester,2021-05-22,Yes,3
D01376,2024-02-23,16.48,Campaign,Glasgow,2021-05-22,No,3
D01376,2022-08-16,47.31,Online,London,2021-05-22,Yes,3
D01377,2022-01-16,91.38,Campaign,Liverpool,2021-11-23,Yes,8
D01377,2024-10-19,65.65,Event,Glasgow,2021-11-23,Yes,8
D01377,2022-03-15,182.36,Campaign,Edinburgh,2021-11-23,No,8
D01377,2024-05-31,134.81,Shop,London,2021-11-23,No,8
D01377,2022-12-02,14.96,Event,Manchester,2021-11-23,No,8
D01377,2022-03-07,84.91,Campaign,London,2021-11-23,No,8
D01378,2022-09-08,54.52,Event,Liverpool,2020-11-04,Yes,5
D01378,2023-11-05,11.94,Shop,Liverpool,2020-11-04,No,5
D01378,2024-10-09,19.45,Online,Liverpool,2020-11-04,No,5
D01378,2024-07-29,14.42,Campaign,London,2020-11-04,No,5
D01378,2022-08-06,24.31,Shop,London,2020-11-04,Yes,5
D01379,2020-12-06,27.7,Shop,Manchester,2020-01-21,Yes,2
D01379,2023-05-05,111.21,Shop,Birmingham,2020-01-21,Yes,2
D01380,2024-12-15,56.11,Online,Leeds,2022-09-15,No,4
D01380,2023-11-02,45.89,Campaign,Liverpool,2022-09-15,No,4
D01381,2024-02-28,14.54,Shop,Leeds,2022-05-03,Yes,5
D01381,2022-11-05,14.26,Online,Leeds,2022-05-03,Yes,5
D01381,2023-03-16,46.55,Event,Glasgow,2022-05-03,Yes,5
D01382,2024-11-29,65.8,Event,Birmingham,2023-07-10,Yes,4
D01382,2024-09-16,72.96,Event,Edinburgh,2023-07-10,No,4
D01382,2024-12-11,24.02,Online,Birmingham,2023-07-10,No,4
D01383,2023-08-15,13.89,Shop,London,2023-01-25,Yes,7
D01383,2024-04-05,34.58,Online,Liverpool,2023-01-25,Yes,7
D01384,2022-01-18,97.63,Event,Edinburgh,2021-09-17,Yes,5
D01384,2021-12-31,16.83,Shop,Glasgow,2021-09-17,No,5
D01384,2023-07-24,94.0,Shop,Liverpool,2021-09-17,No,5
D01384,2021-11-24,17.1,Event,Glasgow,2021-09-17,Yes,5
D01384,2024-04-21,36.19,Shop,Birmingham,2021-09-17,Yes,5
D01385,2022-01-23,58.65,Online,Edinburgh,2020-03-28,Yes,5
D01385,2020-09-08,20.88,Shop,Glasgow,2020-03-28,No,5
D01385,2022-02-26,13.18,Event,Birmingham,2020-03-28,No,5
D01385,2020-12-20,54.05,Online,Manchester,2020-03-28,No,5
D01385,2023-09-08,87.98,Campaign,Manchester,2020-03-28,No,5
D01387,2023-06-08,65.97,Campaign,Leeds,2021-10-26,No,1
D01388,2023-09-26,23.1,Shop,Edinburgh,2023-01-29,No,6
D01388,2023-04-02,199.74,Event,Manchester,2023-01-29,Yes,6
D01388,2024-08-08,232.38,Campaign,Birmingham,2023-01-29,No,6
D01388,2023-09-06,22.11,Event,Leeds,2023-01-29,Yes,6
D01389,2023-06-13,23.5,Online,Birmingham,2021-12-05,Yes,3
D01389,2024-12-07,49.42,Campaign,Leeds,2021-12-05,No,3
D01389,2024-02-02,12.15,Campaign,Liverpool,2021-12-05,Yes,3
D01390,2022-11-06,28.91,Event,Glasgow,2021-10-22,No,4
D01390,2024-11-26,68.39,Event,Birmingham,2021-10-22,Yes,4
D01391,2024-10-04,84.79,Campaign,London,2022-01-13,No,3
D01391,2024-09-14,15.06,Event,Edinburgh,2022-01-13,No,3
D01391,2023-10-02,52.82,Event,Manchester,2022-01-13,Yes,3
D01392,2022-08-13,187.37,Event,Manchester,2020-01-02,No,3
D01392,2021-01-24,45.34,Shop,Birmingham,2020-01-02,Yes,3
D01392,2021-07-29,48.17,Campaign,Leeds,2020-01-02,Yes,3
D01393,2022-10-12,18.39,Online,Leeds,2022-06-01,Yes,3
D01393,2023-11-05,19.94,Event,Birmingham,2022-06-01,No,3
D01394,2021-05-26,31.62,Event,Glasgow,2021-01-09,No,5
D01394,2022-11-16,23.87,Campaign,Edinburgh,2021-01-09,Yes,5
D01394,2023-01-27,11.32,Event,Birmingham,2021-01-09,No,5
D01394,2022-06-08,93.53,Event,Glasgow,2021-01-09,No,5
D01394,2024-10-10,56.03,Shop,Edinburgh,2021-01-09,No,5
D01395,2023-09-05,109.8,Event,Leeds,2023-06-11,Yes,3
D01395,2024-03-23,79.13,Online,London,2023-06-11,No,3
D01395,2023-10-22,199.26,Shop,Liverpool,2023-06-11,No,3
D01396,2024-04-06,12.94,Event,Manchester,2020-07-12,No,3
D01396,2023-06-18,29.19,Event,Manchester,2020-07-12,Yes,3
D01396,2024-05-15,46.67,Campaign,Edinburgh,2020-07-12,No,3
D01397,2023-05-19,57.05,Campaign,Liverpool,2021-03-18,No,3
D01397,2021-09-12,141.48,Campaign,Manchester,2021-03-18,Yes,3
D01397,2023-04-24,59.34,Shop,Glasgow,2021-03-18,Yes,3
D01398,2022-10-14,78.63,Shop,London,2020-03-18,Yes,5
D01398,2023-10-17,34.48,Online,Liverpool,2020-03-18,No,5
D01398,2021-12-19,56.23,Online,Liverpool,2020-03-18,No,5
D01398,2021-11-04,107.93,Event,Birmingham,2020-03-18,No,5
D01398,2020-11-08,38.79,Shop,Leeds,2020-03-18,No,5
D01399,2024-07-15,34.43,Shop,Birmingham,2021-05-04,No,5
D01399,2022-05-30,40.72,Online,Liverpool,2021-05-04,No,5
D01399,2022-05-22,55.73,Campaign,Birmingham,2021-05-04,Yes,5
D01399,2024-08-26,229.06,Online,Liverpool,2021-05-04,Yes,5
D01399,2023-10-17,19.6,Event,Manchester,2021-05-04,Yes,5
D01400,2020-10-31,96.18,Event,London,2020-02-20,No,6
D01400,2023-07-18,66.25,Shop,Birmingham,2020-02-20,No,6
D01400,2021-09-21,75.08,Campaign,Edinburgh,2020-02-20,Yes,6
D01400,2024-01-24,12.65,Campaign,London,2020-02-20,Yes,6
D01400,2020-09-03,71.88,Event,Liverpool,2020-02-20,Yes,6
D01400,2021-08-22,56.12,Campaign,Glasgow,2020-02-20,No,6
D01401,2024-07-05,152.77,Online,Liverpool,2022-08-25,No,5
D01401,2023-07-25,15.13,Shop,Glasgow,2022-08-25,No,5
D01402,2024-07-21,60.8,Online,Birmingham,2023-12-08,No,3
D01402,2024-11-15,71.35,Shop,Birmingham,2023-12-08,No,3
D01403,2023-06-06,108.46,Shop,Birmingham,2020-10-29,No,5
D01403,2021-11-09,118.14,Event,Birmingham,2020-10-29,Yes,5
D01403,2024-06-30,84.27,Campaign,Liverpool,2020-10-29,Yes,5
D01403,2024-01-22,88.85,Event,Leeds,2020-10-29,Yes,5
D01403,2022-09-21,24.36,Event,Manchester,2020-10-29,No,5
D01404,2022-02-07,45.34,Online,Edinburgh,2021-02-08,Yes,5
D01404,2021-11-16,89.42,Event,Birmingham,2021-02-08,No,5
D01404,2023-11-20,39.44,Campaign,Liverpool,2021-02-08,Yes,5
D01404,2023-10-13,67.57,Online,London,2021-02-08,No,5
D01405,2024-06-10,20.32,Shop,Leeds,2022-08-17,No,5
D01405,2023-10-15,47.36,Shop,Manchester,2022-08-17,Yes,5
D01406,2023-04-12,15.91,Shop,Edinburgh,2020-07-11,No,3
D01406,2021-11-21,50.85,Campaign,Manchester,2020-07-11,Yes,3
D01406,2023-11-27,70.49,Event,Birmingham,2020-07-11,Yes,3
D01407,2021-06-21,17.95,Event,Manchester,2020-12-12,Yes,2
D01407,2024-04-29,56.67,Event,London,2020-12-12,No,2
D01408,2024-09-12,34.53,Online,Leeds,2023-02-01,Yes,4
D01408,2024-10-14,49.28,Campaign,Glasgow,2023-02-01,Yes,4
D01409,2024-08-13,29.36,Event,Glasgow,2023-04-22,No,4
D01410,2021-05-19,35.93,Shop,Manchester,2020-03-15,No,1
D01411,2023-09-15,44.98,Event,Edinburgh,2021-12-24,Yes,6
D01411,2022-07-16,54.93,Shop,Glasgow,2021-12-24,No,6
D01411,2023-02-27,21.19,Event,Edinburgh,2021-12-24,No,6
D01411,2023-11-12,19.31,Shop,Birmingham,2021-12-24,No,6
D01411,2022-01-14,14.32,Shop,Birmingham,2021-12-24,Yes,6
D01413,2022-04-11,29.94,Shop,London,2022-03-30,Yes,6
D01413,2024-04-27,15.54,Event,Liverpool,2022-03-30,No,6
D01413,2023-01-24,35.99,Event,London,2022-03-30,No,6
D01414,2022-08-21,38.24,Shop,Edinburgh,2022-07-28,No,4
D01414,2022-08-09,10.15,Campaign,Leeds,2022-07-28,No,4
